fonte,licensa,licensa_raw,license_status,url,bairro,lat,lng,quartos,host_id,airbnb_date,official_date
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27081216,Avenidas Novas,38.74066162109375,-9.14482593536377,,17638903,2026-06-25,2018-03-13
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27081534,Avenidas Novas,38.74066162109375,-9.144804954528809,1,17638903,2026-06-23,2018-03-13
airbnb,61516,61516/AL,,https://www.airbnb.com/rooms/27083493,Santa Maria Maior,38.71345801047165,-9.134683370590201,3,13750296,2026-06-25,2017-12-29
airbnb,75375,75375/AL,,https://www.airbnb.com/rooms/27086651,Penha de Frana,38.72834396362305,-9.128363609313965,1,19972168,2026-06-25,2018-06-20
airbnb,26810,26810/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27109429,Santa Maria Maior,38.71083,-9.12904,1,18179753,2026-06-25,2016-04-04
airbnb,76369,76369/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27121190,Santo Antnio,38.72338,-9.14295,3,199384318,2026-06-25,2018-07-02
airbnb,74782,74782/AL,,https://www.airbnb.com/rooms/27131006,Arroios,38.71566,-9.13781,1,204237813,2026-07-03,2018-06-14
airbnb,60543,60543/AL,,https://www.airbnb.com/rooms/27157166,So Vicente,38.71833,-9.13222,4,62521369,2026-06-26,2017-12-07
airbnb,77964,77964/AL,,https://www.airbnb.com/rooms/27161014,Arroios,38.722,-9.1379,2,139712866,2026-06-25,2018-07-17
airbnb,54644,54644/AL,sem licença,https://www.airbnb.com/rooms/27167583,Arroios,38.73349,-9.14129,,179983479,2026-06-25,
airbnb,54644,54644/AL,sem licença,https://www.airbnb.com/rooms/27168169,Arroios,38.73348,-9.14156,6,179983479,2026-06-25,
airbnb,54644,54644/AL,sem licença,https://www.airbnb.com/rooms/27168229,Arroios,38.734,-9.14084,,179983479,2026-06-25,
airbnb,5,5,licença invalida (distancia 192.34836970574364),https://www.airbnb.com/rooms/27169235,Arroios,38.73315,-9.14122,,179983479,2026-06-25,2009-08-18
airbnb,81877,81877/AL,,https://www.airbnb.com/rooms/27178424,So Vicente,38.71769,-9.12395,2,148767697,2026-06-25,2018-08-31
airbnb,78712,78712/AL,,https://www.airbnb.com/rooms/27181367,Estrela,38.70479,-9.16655,,192473183,2026-06-23,2018-07-24
airbnb,78433,78433/AL,,https://www.airbnb.com/rooms/27182006,Santa Maria Maior,38.71256,-9.12612,1,204676662,2026-06-26,2018-07-20
airbnb,78331,78331/AL,,https://www.airbnb.com/rooms/27183171,Arroios,38.72501,-9.13708,2,204684079,2026-06-25,2018-07-20
airbnb,78328,78328/AL,,https://www.airbnb.com/rooms/27186362,Arroios,38.72501,-9.13708,2,204708943,2026-06-25,2018-07-20
airbnb,24394,24394/AL,,https://www.airbnb.com/rooms/27193718,Santa Maria Maior,38.71325,-9.1285,1,58751787,2026-06-25,2016-02-10
airbnb,24406,24406/AL,,https://www.airbnb.com/rooms/27193723,Santa Maria Maior,38.71325,-9.1285,1,58751787,2026-06-25,2016-02-10
airbnb,24399,24399/AL,,https://www.airbnb.com/rooms/27193725,Santa Maria Maior,38.71325,-9.1285,1,58751787,2026-06-25,2016-02-10
airbnb,24405,24405/AL,,https://www.airbnb.com/rooms/27193727,Santa Maria Maior,38.71325,-9.1285,1,58751787,2026-06-25,2016-02-10
airbnb,24403,24403/AL,,https://www.airbnb.com/rooms/27193728,Santa Maria Maior,38.71325,-9.1285,1,58751787,2026-06-25,2016-02-10
airbnb,78201,78201/AL,,https://www.airbnb.com/rooms/27193783,Santa Maria Maior,38.71231,-9.12947,3,204768465,2026-06-26,2018-07-19
airbnb,79137,79137/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27197286,Ajuda,38.70419813152337,-9.19721303079536,,204801953,2026-06-25,2018-07-26
airbnb,79275,79275/AL,sem licença,https://www.airbnb.com/rooms/27201262,So Domingos de Benfica,38.7522,-9.18204,3,204837115,2026-07-03,
airbnb,75433,75433/AL,,https://www.airbnb.com/rooms/27213416,Arroios,38.72743,-9.13118,3,204939778,2026-06-25,2018-06-21
airbnb,78556,78556/AL,,https://www.airbnb.com/rooms/27214422,Santa Maria Maior,38.715885162353516,-9.141386032104492,,3953109,2026-06-26,2018-07-22
airbnb,97223,97223/AL,,https://www.airbnb.com/rooms/27218370,Arroios,38.73161,-9.1342,1,162254878,2026-06-25,2019-05-31
airbnb,76680,76680/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27219311,Beato,38.73548,-9.122,2,140243657,2026-07-03,2018-07-04
airbnb,69063,69063/AL,,https://www.airbnb.com/rooms/27222410,Santa Maria Maior,38.71262,-9.13519,3,203590601,2026-06-26,2018-04-13
airbnb,70918,70918/AL,,https://www.airbnb.com/rooms/25906249,Arroios,38.73228,-9.13777,3,13578398,2026-06-25,2018-05-07
airbnb,78972,78972/AL,,https://www.airbnb.com/rooms/27270370,Parque das Naes,38.7733306,-9.097441666666667,1,140243657,2026-07-02,2018-07-25
airbnb,54644,54644/AL,sem licença,https://www.airbnb.com/rooms/27296899,Arroios,38.73317,-9.14112,,179983479,2026-06-25,
airbnb,80601,80601/AL,,https://www.airbnb.com/rooms/27298109,Campo de Ourique,38.71978,-9.16076,3,71488773,2026-06-25,2018-08-14
airbnb,,,sem licença,https://www.airbnb.com/rooms/27298492,Santa Maria Maior,38.71492,-9.13291,1,205661167,2026-06-25,
airbnb,79549,79549/AL,,https://www.airbnb.com/rooms/27311443,Estrela,38.70961,-9.16102,3,174225273,2026-06-25,2018-07-31
airbnb,81257,81257/AL,,https://www.airbnb.com/rooms/27321114,Arroios,38.7216,-9.13583,,205857155,2026-06-26,2018-08-23
airbnb,74939,74939/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27321259,Misericrdia,38.71586,-9.14685,1,205859583,2026-06-25,2018-06-16
airbnb,74939,74939/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27321671,Misericrdia,38.71515,-9.14661,1,205859583,2026-06-25,2018-06-16
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27336803,Avenidas Novas,38.74064636230469,-9.14482593536377,1,17638903,2026-06-23,2018-03-13
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27336912,Avenidas Novas,38.74064636230469,-9.144804954528809,1,17638903,2026-06-25,2018-03-13
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27336998,Avenidas Novas,38.74064636230469,-9.14482593536377,1,17638903,2026-06-25,2018-03-13
airbnb,66436,66436/AL,licença reutilizada 8,https://www.airbnb.com/rooms/27337073,Avenidas Novas,38.74064636230469,-9.14482593536377,1,17638903,2026-06-25,2018-03-13
airbnb,79351,79351/AL,,https://www.airbnb.com/rooms/27349246,Estrela,38.708,-9.15461,2,68246518,2026-06-26,2018-07-30
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/27350522,Estrela,38.70883,-9.16151,,650969,2026-06-25,
airbnb,59211,59211/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27350960,Alvalade,38.75001,-9.15076,1,204231302,2026-07-03,2017-11-06
airbnb,81463,81463/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27354418,Estrela,38.70835,-9.15547,1,7036104,2026-06-25,2018-08-27
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/25917772,Olivais,38.7776,-9.11816,,194773017,2026-06-23,
airbnb,78434,78434/AL,,https://www.airbnb.com/rooms/27367780,Avenidas Novas,38.7293809,-9.1489213,1,187532910,2026-06-26,2018-07-20
airbnb,78804,78804/AL,,https://www.airbnb.com/rooms/27380577,Parque das Naes,38.77292,-9.09652,3,192056252,2026-07-03,2018-07-24
airbnb,77031,77031/AL,,https://www.airbnb.com/rooms/27381629,Penha de Frana,38.72806,-9.1282,2,206354203,2026-06-25,2018-07-06
airbnb,79443,79443/AL,,https://www.airbnb.com/rooms/27382288,Santa Maria Maior,38.71223,-9.13695,1,15036024,2026-06-25,2018-07-31
airbnb,82440,82440/AL,,https://www.airbnb.com/rooms/27386224,Estrela,38.71527,-9.16317,4,2460076,2026-06-25,2018-09-10
airbnb,41050,41050/AL.,,https://www.airbnb.com/rooms/27387449,Misericrdia,38.7143193239376,-9.150245745597477,1,206392411,2026-06-26,2017-03-09
airbnb,76108,76108/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27388367,Alcntara,38.70208,-9.18183,2,11245842,2026-06-25,2018-06-28
airbnb,59211,59211/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27392405,Alvalade,38.75001,-9.15076,1,204231302,2026-07-03,2017-11-06
airbnb,59211,59211/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27392780,Alvalade,38.75001,-9.15076,1,204231302,2026-07-03,2017-11-06
airbnb,76108,76108/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27392876,Alcntara,38.70208,-9.18183,2,11245842,2026-06-25,2018-06-28
airbnb,59211,59211/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27393067,Alvalade,38.75001,-9.15076,1,204231302,2026-07-03,2017-11-06
airbnb,74062,74062/AL,licença reutilizada 17,https://www.airbnb.com/rooms/25934148,Arroios,38.73051,-9.13393,6,193856817,2026-06-26,2018-06-07
airbnb,76108,76108/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27395549,Alcntara,38.70208,-9.18183,2,11245842,2026-06-25,2018-06-28
airbnb,79477,79477/AL,sem licença,https://www.airbnb.com/rooms/27400260,Belm,38.69666,-9.21831,2,14317794,2026-06-25,
airbnb,52716,52716/AL,,https://www.airbnb.com/rooms/27402211,Olivais,38.76567,-9.1087,1,169506826,2026-06-23,2017-07-25
airbnb,78679,78679/AL,,https://www.airbnb.com/rooms/27415086,Misericrdia,38.711749994796875,-9.144985180904287,2,257927631,2026-06-26,2018-07-23
airbnb,80103,80103/AL,,https://www.airbnb.com/rooms/27415471,Arroios,38.72894,-9.14141,2,72635051,2026-06-25,2018-08-07
airbnb,87407,87407/AL,sem licença,https://www.airbnb.com/rooms/27420288,Santo Antnio,38.72438,-9.1472,,7956592,2026-06-25,
airbnb,87407,87407/AL,sem licença,https://www.airbnb.com/rooms/27424137,Santo Antnio,38.72438,-9.1472,,7956592,2026-06-25,
airbnb,78327,78327/AL,,https://www.airbnb.com/rooms/27426837,Arroios,38.72503,-9.13709,2,206685576,2026-06-25,2018-07-20
airbnb,74921,74921/AL,sem licença,https://www.airbnb.com/rooms/25955954,Santa Maria Maior,38.71071,-9.13202,2,195109877,2026-06-26,
airbnb,79526,79526/AL,sem licença,https://www.airbnb.com/rooms/27452020,Santa Maria Maior,38.71426,-9.13106,2,206597097,2026-06-26,
airbnb,60879,60879/AL,,https://www.airbnb.com/rooms/27454353,Misericrdia,38.70962,-9.14557,2,456776147,2026-07-03,2017-12-14
airbnb,,,sem licença,https://www.airbnb.com/rooms/27463200,Arroios,38.73444,-9.141,1,55672634,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27475106,Santa Maria Maior,38.70927,-9.13592,3,207059615,2026-07-03,
airbnb,82731,82731/AL,,https://www.airbnb.com/rooms/27478434,Misericrdia,38.71263,-9.14638,1,207070505,2026-06-26,2018-09-13
airbnb,,,sem licença,https://www.airbnb.com/rooms/27484097,Misericrdia,38.7109,-9.14428,2,207130345,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27499077,Alvalade,38.75361,-9.13765,1,207284698,2026-07-03,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27508254,Misericrdia,38.71058,-9.14681,1,207402423,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27517092,Arroios,38.72218,-9.13317,,207162235,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27517508,Arroios,38.72365,-9.13334,,207162235,2026-07-03,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27517914,Arroios,38.72384,-9.13495,,207162235,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27518147,Arroios,38.72197,-9.13354,,207162235,2026-06-26,
airbnb,81452,81452/AL,,https://www.airbnb.com/rooms/27527003,Arroios,38.72132,-9.14039,4,56966766,2026-06-25,2018-08-27
airbnb,80238,80238/AL,,https://www.airbnb.com/rooms/27538170,Misericrdia,38.708,-9.14911,2,207734461,2026-06-26,2018-08-08
airbnb,78555,78555/AL,,https://www.airbnb.com/rooms/27539013,Santa Maria Maior,38.715885162353516,-9.141386032104492,,3953109,2026-06-26,2018-07-22
airbnb,,,sem licença,https://www.airbnb.com/rooms/27539472,Campo de Ourique,38.71581,-9.17231,1,190286779,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/27540065,Santa Maria Maior,38.71028,-9.13152,2,207104948,2026-06-25,
airbnb,79487,79487/AL,,https://www.airbnb.com/rooms/27547321,Santa Maria Maior,38.712955,-9.132999,1,157141527,2026-06-26,2018-07-31
airbnb,18191,18191/AL,,https://www.airbnb.com/rooms/27556024,Misericrdia,38.71402,-9.15122,3,1756107,2026-06-25,2015-07-28
airbnb,56328,56328/AL,sem licença,https://www.airbnb.com/rooms/25961675,Arroios,38.73313,-9.14292,,179983479,2026-06-25,
airbnb,74338,74338/AL,,https://www.airbnb.com/rooms/25971343,So Vicente,38.720207,-9.124969,1,46170730,2026-06-25,2018-06-11
airbnb,39155,39155/AL,,https://www.airbnb.com/rooms/27556025,Misericrdia,38.71591,-9.14991,3,1756107,2026-06-25,2017-01-23
airbnb,18188,18188/AL,,https://www.airbnb.com/rooms/27556026,Misericrdia,38.71457,-9.15158,3,1756107,2026-06-25,2015-07-28
airbnb,105869,105869/AL.,,https://www.airbnb.com/rooms/27563139,Areeiro,38.74144,-9.13792,3,80745409,2026-06-25,2019-12-12
airbnb,76373,76373/AL,,https://www.airbnb.com/rooms/27563238,Santo Antnio,38.72493,-9.14463,3,199384318,2026-06-25,2018-07-02
airbnb,45805,45805/AL,sem licença,https://www.airbnb.com/rooms/27564814,Santo Antnio,38.72628,-9.14754,,12953697,2026-07-03,
airbnb,910808247,910808247,sem licença,https://www.airbnb.com/rooms/27569861,Belm,38.694,-9.20538,1,161726388,2026-07-03,
airbnb,55414,55414/AL,licença reutilizada 3,https://www.airbnb.com/rooms/27575307,Santo Antnio,38.72434,-9.1433,,86040231,2026-06-25,2017-08-29
airbnb,74436,Al74436,licença reutilizada 5,https://www.airbnb.com/rooms/27595500,So Vicente,38.71534,-9.13085,,85377682,2026-06-25,2018-06-12
airbnb,79137,79137/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27621713,Ajuda,38.702661471634755,-9.199179390882758,,204801953,2026-06-23,2018-07-26
airbnb,72448,72448 AL,,https://www.airbnb.com/rooms/27655619,Belm,38.69697,-9.21116,2,185677623,2026-06-25,2018-05-22
airbnb,80302,80302/AL,sem licença,https://www.airbnb.com/rooms/27655912,Santa Maria Maior,38.70689,-9.14165,1,219875326,2026-06-25,
airbnb,79045,79045/AL,,https://www.airbnb.com/rooms/27658627,Arroios,38.72029,-9.13331,2,3716977,2026-06-26,2018-07-26
airbnb,72873,72873/AL,,https://www.airbnb.com/rooms/25975991,Estrela,38.70429,-9.16706,1,194917993,2026-07-02,2018-05-25
airbnb,80607,80607/AL,,https://www.airbnb.com/rooms/27702762,Arroios,38.72119,-9.1376,1,126665180,2026-06-26,2018-08-14
airbnb,81496,81496/AL,,https://www.airbnb.com/rooms/27721625,So Vicente,38.71923,-9.13169,2,4622074,2026-07-03,2018-08-27
airbnb,4454,4454,licença invalida (distancia 192.9110747976525),https://www.airbnb.com/rooms/27722977,Lumiar,38.7747,-9.16242,,209292876,2026-06-23,2013-05-14
airbnb,222645,222645 AL,sem licença,https://www.airbnb.com/rooms/27725017,Marvila,38.75362,-9.09662,2,102882462,2026-06-25,
airbnb,47964,47964/AL,,https://www.airbnb.com/rooms/27744029,Misericrdia,38.71147,-9.14425,2,4629054,2026-06-26,2017-06-08
airbnb,53476,53476/AL,,https://www.airbnb.com/rooms/27744962,Misericrdia,38.71535,-9.15247,3,4629054,2026-06-25,2017-08-02
airbnb,78491,78491/AL,,https://www.airbnb.com/rooms/27748395,Arroios,38.72252655029297,-9.1344633102417,2,3953109,2026-06-26,2018-07-21
airbnb,48961,48961/AL,,https://www.airbnb.com/rooms/27750247,Misericrdia,38.71065,-9.14374,1,136965630,2026-06-25,2017-06-22
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/27753180,Campolide,38.72865,-9.1629,1,405842,2026-06-25,
airbnb,79749,79749/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27755879,Santo Antnio,38.71966,-9.14215,,141586881,2026-06-26,2018-08-02
airbnb,79749,79749/AL,licença reutilizada 4,https://www.airbnb.com/rooms/27757565,Santo Antnio,38.71966,-9.14435,,141586881,2026-06-26,2018-08-02
airbnb,89071,89071/AL,,https://www.airbnb.com/rooms/27773402,Estrela,38.70503,-9.16742,4,5018906,2026-06-25,2018-11-30
airbnb,78343,78343/AL,,https://www.airbnb.com/rooms/27774793,So Vicente,38.71755,-9.13152,2,76127721,2026-06-25,2018-07-20
airbnb,49011,49011/AL,,https://www.airbnb.com/rooms/27776864,Misericrdia,38.71262,-9.14411,2,10487625,2026-06-25,2017-06-22
airbnb,81481,81481/AL,,https://www.airbnb.com/rooms/27780456,Campo de Ourique,38.71932,-9.15879,1,24122117,2026-06-25,2018-08-27
airbnb,79888,79888/AL,,https://www.airbnb.com/rooms/27800276,Misericrdia,38.71321,-9.1472,3,56201244,2026-06-25,2018-08-03
airbnb,457412/2018,457412/2018,sem licença,https://www.airbnb.com/rooms/25993640,Misericrdia,38.7098,-9.14972,,78574742,2026-06-26,
airbnb,80955,80955/AL,,https://www.airbnb.com/rooms/25996114,Santa Maria Maior,38.7131233215332,-9.135106086730957,1,6523947,2026-06-25,2018-08-20
airbnb,79720,79720/AL,,https://www.airbnb.com/rooms/27810300,Belm,38.69509,-9.21878,,210004192,2026-06-25,2018-08-02
airbnb,77576,77576/AL,sem licença,https://www.airbnb.com/rooms/27810384,Santa Maria Maior,38.70961,-9.13473,1,106306229,2026-07-03,
airbnb,78313,78313/AL,sem licença,https://www.airbnb.com/rooms/27811479,Parque das Naes,38.77615,-9.09602,1,210012183,2026-07-03,
airbnb,94838,94838/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27823487,Santo Antnio,38.72506,-9.14518,3,22370159,2026-06-25,2019-04-20
airbnb,74513,74513/AL,,https://www.airbnb.com/rooms/27823489,Santo Antnio,38.72506,-9.14518,3,22370159,2026-06-25,2018-06-12
airbnb,80913,80913/AL,,https://www.airbnb.com/rooms/27833903,Campolide,38.72682,-9.16208,1,25841048,2026-06-25,2018-08-17
airbnb,79054,79054/AL,,https://www.airbnb.com/rooms/27844795,Santa Maria Maior,38.71106,-9.12906,3,3716977,2026-06-25,2018-07-26
airbnb,76511,76511/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27855166,So Vicente,38.7205,-9.1291,3,80618102,2026-06-26,2018-07-02
airbnb,79919,79919/AL,,https://www.airbnb.com/rooms/27874855,Misericrdia,38.71132,-9.14784,1,780618,2026-06-26,2018-08-03
airbnb,156924,156924/AL,licença invalida (distancia 791.1454618591148),https://www.airbnb.com/rooms/27916815,So Vicente,38.71597,-9.12258,1,4054648,2026-06-25,2018-08-01
airbnb,80827,80827/AL,,https://www.airbnb.com/rooms/27924308,Santa Maria Maior,38.70885224275878,-9.135076137242505,2,210927044,2026-06-26,2018-08-17
airbnb,66269,66269/AL,,https://www.airbnb.com/rooms/27930095,Santa Maria Maior,38.71099,-9.13651,2,5691663,2026-06-26,2018-03-12
airbnb,34853,34853/AL,,https://www.airbnb.com/rooms/27944209,Misericrdia,38.71388,-9.14446,1,15689452,2026-06-25,2016-09-16
airbnb,514089300,514089300,sem licença,https://www.airbnb.com/rooms/27945988,Benfica,38.7528,-9.20754,3,97833892,2026-06-23,
airbnb,73556,73556/AL,,https://www.airbnb.com/rooms/25998070,Ajuda,38.702927,-9.196393,1,6975132,2026-06-25,2018-06-04
airbnb,74957,74957/AL,,https://www.airbnb.com/rooms/25998688,So Vicente,38.71447,-9.12448,2,38561697,2026-06-26,2018-06-17
airbnb,80454,80454/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27955763,Arroios,38.72191,-9.13403,,211106035,2026-06-26,2018-08-11
airbnb,80454,80454/AL,licença reutilizada 2,https://www.airbnb.com/rooms/27959738,Arroios,38.72194,-9.13556,1,211106035,2026-06-26,2018-08-11
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/27965162,Misericrdia,38.71533,-9.14595,1,160615774,2026-06-25,
airbnb,81279,81279/AL,,https://www.airbnb.com/rooms/27976647,Santo Antnio,38.71597,-9.14694,1,211296417,2026-07-03,2018-08-23
airbnb,82929,82929/AL,,https://www.airbnb.com/rooms/27981247,Misericrdia,38.71002,-9.15208,3,211331790,2026-06-26,2018-09-17
airbnb,81047,81047/AL,,https://www.airbnb.com/rooms/27981959,So Vicente,38.72033,-9.12925,2,211337429,2026-06-26,2018-08-21
airbnb,76078,76078/AL,,https://www.airbnb.com/rooms/27984343,Santa Maria Maior,38.71579,-9.13347,1,211355378,2026-06-25,2018-06-28
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/28011407,Parque das Naes,38.75368,-9.09476,3,211563804,2026-06-23,
airbnb,74180,74180/AL,sem licença,https://www.airbnb.com/rooms/28047911,Santo Antnio,38.72747,-9.14576,1,5039336,2026-06-26,
airbnb,77886,77886/AL,,https://www.airbnb.com/rooms/28050872,Santa Maria Maior,38.7093620300293,-9.136627197265625,2,19407543,2026-06-25,2018-07-17
airbnb,80964,80964/al,licença reutilizada 2,https://www.airbnb.com/rooms/28052205,Santo Antnio,38.72337,-9.14522,1,9215665,2026-06-25,2018-08-20
airbnb,79415,79415/AL,,https://www.airbnb.com/rooms/28068802,Campolide,38.72649,-9.16541,3,190286779,2026-06-26,2018-07-30
airbnb,66774,66774/AL,,https://www.airbnb.com/rooms/28073849,So Vicente,38.71595,-9.12525,2,17163789,2026-06-25,2018-03-16
airbnb,58968,58968/AL,,https://www.airbnb.com/rooms/28075560,Santa Maria Maior,38.71172,-9.12939,,6194055,2026-06-26,2017-10-30
airbnb,74943,74943/AL,,https://www.airbnb.com/rooms/28080928,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74948,74948/AL,,https://www.airbnb.com/rooms/28080929,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74951,74951/AL,,https://www.airbnb.com/rooms/28080930,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,74945,74945/AL,,https://www.airbnb.com/rooms/28080931,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74969,74969/AL,,https://www.airbnb.com/rooms/28080932,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,74968,74968/AL,,https://www.airbnb.com/rooms/28080933,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,74947,74947/AL,,https://www.airbnb.com/rooms/28080934,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74949,74949/AL,,https://www.airbnb.com/rooms/28080935,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74960,74960/AL,,https://www.airbnb.com/rooms/28080936,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,74958,74958/AL,,https://www.airbnb.com/rooms/28080937,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,75074,75074/AL,,https://www.airbnb.com/rooms/28080938,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-18
airbnb,74946,74946/AL,,https://www.airbnb.com/rooms/28080939,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74950,74950/AL,,https://www.airbnb.com/rooms/28080940,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-16
airbnb,74959,74959/AL,,https://www.airbnb.com/rooms/28080941,Santo Antnio,38.72597,-9.1477,1,22370159,2026-06-25,2018-06-17
airbnb,79244,79244/AL,,https://www.airbnb.com/rooms/28087602,Misericrdia,38.71091,-9.15107,2,212180502,2026-07-03,2018-07-27
airbnb,80014,80014/AL,,https://www.airbnb.com/rooms/28093266,Belm,38.69622,-9.20942,2,212209997,2026-06-25,2018-08-06
airbnb,67517,67517/AL,sem licença,https://www.airbnb.com/rooms/28093575,Ajuda,38.70481,-9.20071,2,26647776,2026-06-23,
airbnb,80566,80566,,https://www.airbnb.com/rooms/28097887,Arroios,38.72833,-9.14409,1,8864515,2026-06-26,2018-08-14
airbnb,52893,52893/AL,,https://www.airbnb.com/rooms/28098289,So Vicente,38.714509136788756,-9.125310893605434,1,96444022,2026-06-26,2017-07-27
airbnb,41589,41589/AL,sem licença,https://www.airbnb.com/rooms/28105528,So Vicente,38.71882,-9.12109,2,39465095,2026-06-25,
airbnb,80374,80374/AL,,https://www.airbnb.com/rooms/28115824,Santa Maria Maior,38.71129,-9.14073,1,30642769,2026-06-26,2018-08-10
airbnb,82093,82093/AL,,https://www.airbnb.com/rooms/28127333,Estrela,38.70899,-9.16031,1,212407719,2026-06-25,2018-09-04
airbnb,68354,68354/AL,sem licença,https://www.airbnb.com/rooms/28133570,Arroios,38.72156,-9.13445,2,4400449,2026-06-25,
airbnb,81254,81254/AL,,https://www.airbnb.com/rooms/28134250,So Vicente,38.71657180786133,-9.125974655151367,1,34811121,2026-06-25,2018-08-23
airbnb,,Exempt,sem licença,https://www.airbnb.com/rooms/28139097,Parque das Naes,38.77467,-9.10122,,131952550,2026-06-25,
airbnb,81415,81415/AL,sem licença,https://www.airbnb.com/rooms/28158671,Misericrdia,38.713000573165765,-9.150521444330955,1,212691697,2026-06-26,
airbnb,79886,79886/AL,licença reutilizada 2,https://www.airbnb.com/rooms/28158971,Misericrdia,38.70899,-9.14775,1,139383423,2026-06-26,2018-08-03
airbnb,80520,80520/AL,,https://www.airbnb.com/rooms/28171470,Santo Antnio,38.71951,-9.14292,1,151087252,2026-06-26,2018-08-13
airbnb,78520,78520/AL,,https://www.airbnb.com/rooms/28174390,Santa Maria Maior,38.71597,-9.13463,2,34027693,2026-06-26,2018-07-21
airbnb,80154,80154/AL,,https://www.airbnb.com/rooms/28179435,Misericrdia,38.71466,-9.14629,2,212835444,2026-06-25,2018-08-08
airbnb,82008,82008/AL,,https://www.airbnb.com/rooms/28194460,Avenidas Novas,38.74327,-9.14822,2,27484537,2026-06-25,2018-09-03
airbnb,81964,81964/AL,,https://www.airbnb.com/rooms/28201695,Arroios,38.72657,-9.1366,2,60929188,2026-06-25,2018-09-03
airbnb,80015,80015/AL,,https://www.airbnb.com/rooms/28202395,Misericrdia,38.71441,-9.14646,1,19155385,2026-06-26,2018-08-06
airbnb,81323,81323/AL,licença reutilizada 2,https://www.airbnb.com/rooms/28214889,Misericrdia,38.71095,-9.14314,,41816590,2026-06-25,2018-08-23
airbnb,71942,71942/AL,licença reutilizada 3,https://www.airbnb.com/rooms/28215085,Penha de Frana,38.73423,-9.13059,,7589388,2026-06-26,2018-05-16
airbnb,81323,81323/AL,licença reutilizada 2,https://www.airbnb.com/rooms/28215798,Misericrdia,38.71228,-9.14444,,41816590,2026-06-25,2018-08-23
airbnb,77463,77463/AL,licença reutilizada 2,https://www.airbnb.com/rooms/28216611,Santa Maria Maior,38.70991,-9.13516,2,170759608,2026-07-03,2018-07-12
