fonte,licensa,licensa_raw,license_status,url,bairro,lat,lng,quartos,host_id,airbnb_date,official_date
airbnb,,,sem licença,https://www.airbnb.com/rooms/6499,Belm,38.6975,-9.19768,1,14455,2026-07-02,
airbnb,56539,56539/AL.,,https://www.airbnb.com/rooms/25659,Santa Maria Maior,38.71241,-9.12706,1,107347,2026-06-26,2017-09-13
airbnb,28737,28737/AL,sem licença,https://www.airbnb.com/rooms/29396,Santa Maria Maior,38.71156,-9.12987,1,126415,2026-06-25,
airbnb,55695,55695/AL,,https://www.airbnb.com/rooms/29720,Estrela,38.71108,-9.15979,9,128075,2026-06-25,2017-08-31
airbnb,85851,85851/AL.,,https://www.airbnb.com/rooms/29915,Avenidas Novas,38.74571,-9.15264,1,128890,2026-06-25,2018-10-16
airbnb,,,sem licença,https://www.airbnb.com/rooms/33348,Lumiar,38.76427,-9.15301,,144484,2026-06-25,
airbnb,81551,81551/AL,,https://www.airbnb.com/rooms/42519,Misericrdia,38.71062,-9.149,1,136230,2026-06-26,2018-08-28
airbnb,,,sem licença,https://www.airbnb.com/rooms/137461,Misericrdia,38.71413,-9.14425,1,218778,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/138542,Santo Antnio,38.71821,-9.15398,2,676330,2026-06-26,
airbnb,28599,28599/AL,,https://www.airbnb.com/rooms/138929,Santa Maria Maior,38.71231,-9.12918,1,677938,2026-06-25,2016-05-10
airbnb,23108,23108 - AL,,https://www.airbnb.com/rooms/138999,Santa Maria Maior,38.71064,-9.13278,1,678222,2026-06-25,2016-01-05
airbnb,10977,10977/AL,,https://www.airbnb.com/rooms/144851,Misericrdia,38.71261,-9.14456,1,701650,2026-06-25,2015-04-06
airbnb,,,sem licença,https://www.airbnb.com/rooms/149274,Misericrdia,38.70996,-9.15206,1,676330,2026-07-02,
airbnb,31903,31903/AL,,https://www.airbnb.com/rooms/149589,Santa Maria Maior,38.71331,-9.13314,1,721565,2026-06-26,2016-07-07
airbnb,12807,Registration Number: 12807/AL,sem licença,https://www.airbnb.com/rooms/155865,Alcntara,38.70546,-9.17579,2,749485,2026-06-25,
airbnb,59682,59682/AL,,https://www.airbnb.com/rooms/172638,Santa Maria Maior,38.71112823486328,-9.129698753356934,1,823780,2026-06-25,2017-11-15
airbnb,,,sem licença,https://www.airbnb.com/rooms/176153,Misericrdia,38.70781,-9.1451,2,842219,2026-06-26,
airbnb,86946,86946/AL,licença reutilizada 2,https://www.airbnb.com/rooms/178524,Santa Maria Maior,38.70916,-9.13222,3,753902,2026-06-26,2018-10-19
airbnb,,,sem licença,https://www.airbnb.com/rooms/184888,Parque das Naes,38.76861,-9.09669,2,887175,2026-06-23,
airbnb,4045,4045/AL,sem licença,https://www.airbnb.com/rooms/185126,Santa Maria Maior,38.71389,-9.14166,1,184400,2026-06-25,
airbnb,23582,23582/AL,,https://www.airbnb.com/rooms/186996,Santa Maria Maior,38.71677,-9.13359,1,899179,2026-06-25,2016-01-15
airbnb,8023,8023/AL,,https://www.airbnb.com/rooms/187442,Santa Maria Maior,38.71095,-9.13192,2,901710,2026-06-25,2015-02-20
airbnb,19438,19438AL,,https://www.airbnb.com/rooms/189676,Misericrdia,38.70997,-9.14864,,915146,2026-07-02,2015-08-31
airbnb,,,sem licença,https://www.airbnb.com/rooms/193321,Santo Antnio,38.71971,-9.14339,,515924,2026-06-25,
airbnb,61599,61599/AL.,,https://www.airbnb.com/rooms/198480,Lumiar,38.77596,-9.15101,1,640147,2026-07-02,2017-12-30
airbnb,114187,114187/AL,,https://www.airbnb.com/rooms/199461,Santa Maria Maior,38.71095,-9.13673,2,914126,2026-06-26,2021-02-03
airbnb,35037,35037/AL,,https://www.airbnb.com/rooms/208683,Santa Maria Maior,38.71052,-9.13365,2,753902,2026-06-26,2016-09-22
airbnb,25786,25786/AL,,https://www.airbnb.com/rooms/211616,Santa Maria Maior,38.71315,-9.12715,1,1091599,2026-06-25,2016-03-11
airbnb,,,sem licença,https://www.airbnb.com/rooms/214729,Alvalade,38.74825,-9.1459,,1108485,2026-06-26,
airbnb,6743,6743/AL,,https://www.airbnb.com/rooms/217281,Alvalade,38.74877,-9.1478,,1108485,2026-06-25,2015-02-05
airbnb,121858,121858/AL,,https://www.airbnb.com/rooms/220359,Avenidas Novas,38.73513,-9.14904,1,1142308,2026-06-26,2021-12-25
airbnb,82021,82021/AL,licença reutilizada 6,https://www.airbnb.com/rooms/229846,So Vicente,38.71478,-9.1241,1,624278,2026-06-25,2018-09-03
airbnb,22027,22027/AL,,https://www.airbnb.com/rooms/250288,Santa Maria Maior,38.71379,-9.13521,1,647439,2026-06-25,2015-11-19
airbnb,2543,2543/AL,,https://www.airbnb.com/rooms/250491,Arroios,38.71686,-9.14014,1,1312785,2026-06-25,2013-10-04
airbnb,77756,77756/AL,,https://www.airbnb.com/rooms/250526,Misericrdia,38.71004,-9.15209,1,1313374,2026-06-26,2018-07-16
airbnb,,,sem licença,https://www.airbnb.com/rooms/252744,Misericrdia,38.71149,-9.15204,3,1327000,2026-07-02,
airbnb,3037,3037/AL,licença invalida (distancia 192.0652586054243),https://www.airbnb.com/rooms/256122,Santo Antnio,38.72414,-9.14371,2,1346813,2026-06-25,2013-10-18
airbnb,56195,56195/AL,,https://www.airbnb.com/rooms/257480,So Vicente,38.71343,-9.12557,1,152243043,2026-06-25,2017-09-07
airbnb,13495,13495/AL,,https://www.airbnb.com/rooms/257560,Santa Maria Maior,38.71081,-9.12816,1,1328660,2026-06-26,2015-05-12
airbnb,45101,45101/AL,,https://www.airbnb.com/rooms/261733,Misericrdia,38.71165,-9.1463,2,1373142,2026-06-25,2017-05-11
airbnb,,,sem licença,https://www.airbnb.com/rooms/262616,Santo Antnio,38.71774,-9.15487,1,996180,2026-06-26,
airbnb,44083,44083-AL,,https://www.airbnb.com/rooms/267235,Santo Antnio,38.7225,-9.15488,2,1039097,2026-06-26,2017-05-02
airbnb,24027,24027/AL,,https://www.airbnb.com/rooms/271430,Santa Maria Maior,38.71291,-9.14234,2,1416183,2026-06-25,2009-08-21
airbnb,35949,35949/AL,sem licença,https://www.airbnb.com/rooms/279549,Misericrdia,38.71001,-9.14374,3,1457564,2026-06-25,
airbnb,15252,15252/AL,licença reutilizada 4,https://www.airbnb.com/rooms/281407,Santo Antnio,38.72621,-9.14318,3,1466881,2026-06-25,2015-06-05
airbnb,15255,AL15255,,https://www.airbnb.com/rooms/286706,Santo Antnio,38.72486,-9.14329,1,1466881,2026-06-25,2015-06-05
airbnb,2696,2696/AL,,https://www.airbnb.com/rooms/291676,Misericrdia,38.71308,-9.14514,3,682628,2026-06-25,2014-07-10
airbnb,61842,61842/AL,,https://www.airbnb.com/rooms/291999,Misericrdia,38.71099,-9.14829,2,1029524,2026-06-26,2018-01-04
airbnb,2156,2156/AL,,https://www.airbnb.com/rooms/299321,Santo Antnio,38.7213,-9.14437,1,9416641,2026-06-25,2014-08-28
airbnb,36052,36052/AL,licença reutilizada 2,https://www.airbnb.com/rooms/301264,Arroios,38.72139,-9.14023,2,1552056,2026-06-25,2016-10-20
airbnb,93932,93932/AL,sem licença,https://www.airbnb.com/rooms/301871,Santo Antnio,38.72419,-9.1474,1,1552056,2026-06-25,
airbnb,66950,66950/AL,,https://www.airbnb.com/rooms/48025,Misericrdia,38.71195,-9.14463,1,218778,2026-06-25,2018-03-20
airbnb,78247,78247/AL,licença reutilizada 7,https://www.airbnb.com/rooms/76132,Campolide,38.72727,-9.16273,1,405842,2026-06-25,2018-07-19
airbnb,36052,36052/AL,licença reutilizada 2,https://www.airbnb.com/rooms/303692,Arroios,38.72138,-9.13945,2,1552056,2026-06-25,2016-10-20
airbnb,2699,2699/AL,,https://www.airbnb.com/rooms/304025,Misericrdia,38.71308,-9.14514,3,682628,2026-06-25,2014-07-10
airbnb,61340,61340/AL,,https://www.airbnb.com/rooms/306191,Misericrdia,38.71279,-9.14503,1,1574678,2026-06-26,2017-12-27
airbnb,722,722/AL,,https://www.airbnb.com/rooms/307666,Parque das Naes,38.7787,-9.09634,1,1582924,2026-06-23,2014-12-17
airbnb,84334,84334/AL,licença reutilizada 2,https://www.airbnb.com/rooms/307683,Santa Maria Maior,38.71143,-9.12778,,727771,2026-06-26,2018-10-03
airbnb,1587,AL 1587,,https://www.airbnb.com/rooms/311040,Santa Maria Maior,38.71235,-9.1275,1,1599678,2026-06-26,2013-04-23
airbnb,1627,AL 1627,,https://www.airbnb.com/rooms/311047,Santa Maria Maior,38.71252,-9.12911,1,1599678,2026-06-26,2013-04-23
airbnb,46752,46752/AL,,https://www.airbnb.com/rooms/322284,Santa Maria Maior,38.70989,-9.13637,2,1650507,2026-06-25,2017-05-30
airbnb,85271,85271/AL,,https://www.airbnb.com/rooms/327945,Santa Maria Maior,38.70943,-9.13722,,1675942,2026-06-25,2018-10-12
airbnb,52334,52334/AL,,https://www.airbnb.com/rooms/344035,Misericrdia,38.7114143371582,-9.146851539611816,2,1730158,2026-06-26,2017-07-21
airbnb,39408,39408/AL,,https://www.airbnb.com/rooms/348764,Misericrdia,38.71246,-9.15262,1,1767259,2026-07-02,2017-01-30
airbnb,19,19/AL,,https://www.airbnb.com/rooms/349459,Santa Maria Maior,38.71418,-9.13572,1,1770472,2026-06-25,2014-12-01
airbnb,15252,AL15252,licença reutilizada 4,https://www.airbnb.com/rooms/349971,Santo Antnio,38.72659,-9.14522,5,1466881,2026-07-02,2015-06-05
airbnb,15257,AL15257,,https://www.airbnb.com/rooms/349974,Santo Antnio,38.72488,-9.14511,3,1466881,2026-06-25,2015-06-05
airbnb,15252,AL15252,licença reutilizada 4,https://www.airbnb.com/rooms/349975,Santo Antnio,38.72541,-9.14519,2,1466881,2026-06-25,2015-06-05
airbnb,,,sem licença,https://www.airbnb.com/rooms/354431,Misericrdia,38.71446,-9.15179,2,1794425,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/362562,Campolide,38.727,-9.16478,2,405842,2026-06-25,
airbnb,9419,9419/AL,sem licença,https://www.airbnb.com/rooms/364652,Arroios,38.71817,-9.1394,1,1836346,2026-06-25,
airbnb,60551,60551/AL,,https://www.airbnb.com/rooms/83933,So Vicente,38.72092115283526,-9.128046411596074,1,335614,2026-06-26,2017-12-07
airbnb,8954,8954/AL,,https://www.airbnb.com/rooms/84599,Santa Maria Maior,38.7106,-9.13689,2,181902,2026-06-26,2014-11-18
airbnb,86359,86359/AL,licença reutilizada 4,https://www.airbnb.com/rooms/369360,Santo Antnio,38.71665,-9.14627,6,1593947,2026-06-25,2018-10-18
airbnb,44076,44076-AL,,https://www.airbnb.com/rooms/379156,Estrela,38.70498,-9.17156,1,1039097,2026-06-25,2017-05-02
airbnb,86359,86359/AL,licença reutilizada 4,https://www.airbnb.com/rooms/393699,Santo Antnio,38.71724,-9.14755,13,1593947,2026-06-25,2018-10-18
airbnb,86359,86359/AL,licença reutilizada 4,https://www.airbnb.com/rooms/393700,Santo Antnio,38.71693,-9.148,3,1593947,2026-06-25,2018-10-18
airbnb,88259,88259/AL,,https://www.airbnb.com/rooms/395874,Misericrdia,38.70691,-9.14846,1,1165468,2026-06-26,2018-11-14
airbnb,4498,4498/AL,,https://www.airbnb.com/rooms/403760,So Vicente,38.71337,-9.12548,1,1654712,2026-06-25,2012-04-19
airbnb,,,sem licença,https://www.airbnb.com/rooms/407623,So Vicente,38.71732,-9.13098,2,2030219,2026-06-25,
airbnb,62988,62988/AL,licença reutilizada 2,https://www.airbnb.com/rooms/416929,Arroios,38.7338,-9.133,,2073678,2026-06-25,2018-01-22
airbnb,56942,56942/AL.,,https://www.airbnb.com/rooms/417448,Santo Antnio,38.71956,-9.14255,1,2075804,2026-06-25,2017-09-20
airbnb,,,sem licença,https://www.airbnb.com/rooms/418945,Belm,38.71156,-9.21046,,2083563,2026-06-23,
airbnb,7679,7679/AL,,https://www.airbnb.com/rooms/427653,Santa Maria Maior,38.71147,-9.13382,,2125391,2026-06-26,2015-02-16
airbnb,114240,114240/AL,,https://www.airbnb.com/rooms/428784,Santa Maria Maior,38.71296,-9.1363,2,914126,2026-06-25,2021-02-08
airbnb,114239,114239/AL,,https://www.airbnb.com/rooms/428785,Santa Maria Maior,38.7129,-9.13817,2,914126,2026-06-25,2021-02-08
airbnb,9480,9480/AL,,https://www.airbnb.com/rooms/438431,So Vicente,38.71359,-9.12974,1,2101702,2026-06-25,2014-10-30
airbnb,18541,18541/AL,,https://www.airbnb.com/rooms/444996,Misericrdia,38.71441,-9.14908,,2211068,2026-06-26,2015-08-04
airbnb,21830,21830/AL,,https://www.airbnb.com/rooms/447832,Misericrdia,38.7116263,-9.1461882,1,2223892,2026-06-26,2014-07-15
airbnb,8958,8958/AL,,https://www.airbnb.com/rooms/451351,Santa Maria Maior,38.70984,-9.13632,3,181902,2026-06-25,2014-11-18
airbnb,28089,28089/AL,,https://www.airbnb.com/rooms/454267,So Vicente,38.7143,-9.13059,1,2229758,2026-06-25,2016-04-29
airbnb,28201,28201/AL,,https://www.airbnb.com/rooms/454328,Santa Maria Maior,38.71189,-9.12867,1,2229758,2026-06-26,2016-05-02
airbnb,53816,53816/AL,,https://www.airbnb.com/rooms/474818,Santa Maria Maior,38.71284,-9.13085,1,2353669,2026-06-26,2017-08-08
airbnb,35089,35089/AL,,https://www.airbnb.com/rooms/478989,Santa Maria Maior,38.71135,-9.13616,1,862470,2026-06-26,2016-09-23
airbnb,24017,24017/AL,,https://www.airbnb.com/rooms/487394,Santa Maria Maior,38.71259,-9.12912,1,2412046,2026-06-26,2014-02-26
airbnb,1368,1368/AL,,https://www.airbnb.com/rooms/487633,Santa Maria Maior,38.71376,-9.1364,1,2412924,2026-06-25,2014-10-15
airbnb,2819,2819/AL,,https://www.airbnb.com/rooms/488241,Santa Maria Maior,38.71252,-9.1245,2,2396258,2026-06-26,2012-08-14
airbnb,10212,10212/AL,,https://www.airbnb.com/rooms/488694,Santa Maria Maior,38.71275,-9.12475,2,2396258,2026-06-25,2015-03-26
airbnb,40032,40032/AL.,,https://www.airbnb.com/rooms/489178,Santa Maria Maior,38.71214,-9.12936,1,727771,2026-06-26,2017-02-15
airbnb,32775,32775/AL,sem licença,https://www.airbnb.com/rooms/493169,Campolide,38.73802,-9.165,2,2436137,2026-06-23,
airbnb,7617,7617/AL,,https://www.airbnb.com/rooms/493274,So Vicente,38.72068,-9.13157,1,2437170,2026-06-26,2015-02-16
airbnb,53906,53906/AL,,https://www.airbnb.com/rooms/495237,So Vicente,38.7144,-9.12395,2,2446180,2026-06-26,2014-10-23
airbnb,24149,24149/AL,licença reutilizada 2,https://www.airbnb.com/rooms/500107,Misericrdia,38.71133,-9.14796,1,780618,2026-06-26,2016-02-02
airbnb,,,sem licença,https://www.airbnb.com/rooms/502180,Misericrdia,38.71304,-9.14684,1,218778,2026-06-25,
airbnb,29852,29852/AL,,https://www.airbnb.com/rooms/505847,Santa Maria Maior,38.71091,-9.13784,2,914126,2026-06-25,2016-06-02
airbnb,18534,18534/AL,,https://www.airbnb.com/rooms/506047,Misericrdia,38.71286453378754,-9.14623217416979,1,2494477,2026-06-26,2015-08-03
airbnb,,,sem licença,https://www.airbnb.com/rooms/526914,Ajuda,38.70846,-9.19649,,2589476,2026-06-25,
airbnb,83492,83492/AL,,https://www.airbnb.com/rooms/528641,Misericrdia,38.7074,-9.14209,3,2414871,2026-06-25,2018-09-24
airbnb,,,sem licença,https://www.airbnb.com/rooms/535226,Arroios,38.72735,-9.13494,4,2372087,2026-06-25,
airbnb,4538,4538/AL,,https://www.airbnb.com/rooms/537107,Santa Maria Maior,38.71127,-9.13762,3,914126,2026-06-26,2013-01-07
airbnb,88834,88834/AL,,https://www.airbnb.com/rooms/89015,Misericrdia,38.71299,-9.15004,2,485573,2026-06-25,2018-11-23
airbnb,5478,5478/AL,,https://www.airbnb.com/rooms/91282,Campo de Ourique,38.71879,-9.15853,1,133304,2026-06-25,2015-01-27
airbnb,19710/2015,19710/2015,sem licença,https://www.airbnb.com/rooms/538364,Santa Maria Maior,38.7144889831543,-9.134299278259277,3,2644593,2026-06-25,
airbnb,29575,29575/AL,,https://www.airbnb.com/rooms/538390,Santa Maria Maior,38.71266,-9.12447,1,616055,2026-06-26,2016-05-27
airbnb,,,sem licença,https://www.airbnb.com/rooms/538667,Misericrdia,38.71052,-9.14874,1,2643430,2026-06-26,
airbnb,450,450/AL,,https://www.airbnb.com/rooms/543049,Misericrdia,38.71033,-9.14651,3,1029524,2026-06-25,2014-12-04
airbnb,,,sem licença,https://www.airbnb.com/rooms/543783,Santa Maria Maior,38.71046,-9.13134,2,901710,2026-06-25,
airbnb,47121,47121/AL,,https://www.airbnb.com/rooms/544784,Santa Maria Maior,38.71656,-9.13428,2,2678906,2026-06-26,2017-06-01
airbnb,5807,5807/AL,,https://www.airbnb.com/rooms/557764,Arroios,38.7162,-9.13928,1,2742343,2026-06-26,2015-01-29
airbnb,5633,5633/AL,,https://www.airbnb.com/rooms/564050,Santa Maria Maior,38.71315,-9.12436,1,2773320,2026-06-26,2015-01-28
airbnb,1411,1411/AL,,https://www.airbnb.com/rooms/568655,Santa Maria Maior,38.71255,-9.12677,2,5691663,2026-06-25,2014-09-09
airbnb,3384,3384AL,sem licença,https://www.airbnb.com/rooms/573313,Carnide,38.75956,-9.19062,2,2820083,2026-07-02,
airbnb,24086,24086/AL,,https://www.airbnb.com/rooms/579469,Avenidas Novas,38.73708,-9.14621,1,2381723,2026-06-25,2016-02-01
airbnb,18532,18532/AL,,https://www.airbnb.com/rooms/585175,Misericrdia,38.71265820933468,-9.146186265840324,1,2494477,2026-06-26,2015-08-03
airbnb,13521,13521/AL,,https://www.airbnb.com/rooms/594877,Santo Antnio,38.72344,-9.14339,1,2939406,2026-06-25,2015-05-13
airbnb,36954,36954/AL,sem licença,https://www.airbnb.com/rooms/596705,Santa Maria Maior,38.71212,-9.12934,1,727771,2026-06-26,
airbnb,35092,35092/AL,,https://www.airbnb.com/rooms/597541,Santa Maria Maior,38.71038,-9.13534,1,862470,2026-06-25,2016-09-23
airbnb,89565,89565/AL,,https://www.airbnb.com/rooms/103252,So Vicente,38.71838,-9.129015,1,538753,2026-06-26,2018-12-12
airbnb,,,sem licença,https://www.airbnb.com/rooms/107159,Estrela,38.70065,-9.17491,1,554343,2026-06-25,
airbnb,6820,6820/AL,,https://www.airbnb.com/rooms/119120,Estrela,38.70927,-9.16122,2,387186,2026-06-25,2012-05-10
airbnb,,,sem licença,https://www.airbnb.com/rooms/122572,So Domingos de Benfica,38.75643,-9.177,,614156,2026-07-02,
airbnb,3131,3131/AL,,https://www.airbnb.com/rooms/600565,Misericrdia,38.7116836,-9.1457788,1,2971040,2026-06-26,2014-07-01
airbnb,88042,88042/AL,,https://www.airbnb.com/rooms/604554,Misericrdia,38.70952,-9.15025,1,3812367,2026-07-02,2018-10-19
airbnb,25927,25927/AL,licença reutilizada 2,https://www.airbnb.com/rooms/607083,Misericrdia,38.71456,-9.14727,2,7547027,2026-06-25,2016-03-15
airbnb,25926,25926,licença reutilizada 2,https://www.airbnb.com/rooms/607621,Misericrdia,38.71509,-9.14644,4,7547027,2026-06-25,2016-03-15
airbnb,18393,18393/AL,,https://www.airbnb.com/rooms/608322,Misericrdia,38.71104,-9.14523,1,3015120,2026-06-26,2015-07-30
airbnb,89759,89759/AL,,https://www.airbnb.com/rooms/610771,Misericrdia,38.70953,-9.15028,1,3812367,2026-07-02,2018-10-19
airbnb,81782,81782/AL,,https://www.airbnb.com/rooms/612831,Santa Maria Maior,38.71386,-9.13664,2,3033288,2026-06-25,2018-08-30
airbnb,15662,15662/AL,,https://www.airbnb.com/rooms/625871,Santa Maria Maior,38.71294,-9.14233,,1416183,2026-06-25,2012-09-27
airbnb,88065,88065/AL,sem licença,https://www.airbnb.com/rooms/629209,Misericrdia,38.71101,-9.15092,1,3125722,2026-06-26,
airbnb,24263,24263/AL,,https://www.airbnb.com/rooms/122998,Misericrdia,38.7127,-9.15215,1,615634,2026-06-26,2016-02-05
airbnb,82014,82014/AL,,https://www.airbnb.com/rooms/125848,So Vicente,38.71478,-9.1241,1,624278,2026-06-25,2018-09-03
airbnb,,,sem licença,https://www.airbnb.com/rooms/129786,Misericrdia,38.70853,-9.14613,3,626177,2026-07-02,
airbnb,,,sem licença,https://www.airbnb.com/rooms/130708,Arroios,38.71806,-9.13738,,643374,2026-06-26,
airbnb,6125,AL/6125,,https://www.airbnb.com/rooms/133645,Santa Maria Maior,38.71091,-9.13251,1,656138,2026-06-26,2015-02-02
airbnb,20026,20026/AL,,https://www.airbnb.com/rooms/135261,Misericrdia,38.71298,-9.14541,2,663233,2026-06-26,2015-09-21
airbnb,,,sem licença,https://www.airbnb.com/rooms/630794,Penha de Frana,38.7271,-9.11631,2,492321,2026-06-25,
airbnb,21716,21716/AL,,https://www.airbnb.com/rooms/632865,Estrela,38.70926,-9.16124,1,387186,2026-06-25,2012-07-30
airbnb,64383,64383,,https://www.airbnb.com/rooms/643954,So Vicente,38.71927,-9.13033,1,3221454,2026-06-26,2018-02-12
airbnb,,,sem licença,https://www.airbnb.com/rooms/645500,Ajuda,38.70254,-9.1999,3,2358059,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/646351,Arroios,38.72606,-9.1309,,428380,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/653686,So Vicente,38.71507,-9.13115,2,4622172,2026-06-26,
airbnb,68626,68626/AL,sem licença,https://www.airbnb.com/rooms/654182,Ajuda,38.70464,-9.19741,2,3290701,2026-06-23,
airbnb,50248,50248/AL,,https://www.airbnb.com/rooms/656771,Misericrdia,38.71188,-9.14874,1,3308607,2026-06-26,2017-07-04
airbnb,57303,57303/AL,licença reutilizada 2,https://www.airbnb.com/rooms/669690,So Vicente,38.713829040527344,-9.129521369934082,1,3391088,2026-06-25,2017-09-27
airbnb,,,sem licença,https://www.airbnb.com/rooms/679226,Arroios,38.72109,-9.1344,2,3457018,2026-06-25,
airbnb,50327,50327/AL,,https://www.airbnb.com/rooms/681723,Santa Maria Maior,38.71241,-9.12574,1,3471692,2026-06-25,2017-07-04
airbnb,46272,46272/AL,,https://www.airbnb.com/rooms/688279,Misericrdia,38.71614,-9.15307,3,181902,2026-06-25,2014-11-18
airbnb,10289,10289/AL,,https://www.airbnb.com/rooms/688656,Santa Maria Maior,38.71343,-9.13145,1,3497451,2026-06-26,2015-03-26
airbnb,358744,358744,sem licença,https://www.airbnb.com/rooms/696683,Misericrdia,38.71183,-9.15138,2,3567716,2026-06-26,
airbnb,3361,3361/AL,,https://www.airbnb.com/rooms/700509,Misericrdia,38.71281,-9.14677,1,2445147,2026-06-25,2015-01-09
airbnb,1887,1887 AL,,https://www.airbnb.com/rooms/701131,Misericrdia,38.71206,-9.15124,1,2958677,2026-06-25,2013-12-06
airbnb,62529,62529/AL,,https://www.airbnb.com/rooms/702766,Arroios,38.72417,-9.14213,1,3576011,2026-07-02,2018-01-15
airbnb,3356,3356/AL,,https://www.airbnb.com/rooms/704203,Misericrdia,38.71095,-9.14837,1,2445147,2026-06-25,2015-01-09
airbnb,,,sem licença,https://www.airbnb.com/rooms/704462,Santa Maria Maior,38.70907,-9.13507,,332898,2026-06-25,
airbnb,12526,12526/AL,,https://www.airbnb.com/rooms/706077,Santa Maria Maior,38.71326,-9.13509,1,3628019,2026-06-25,2015-04-29
airbnb,29078,29078/AL,sem licença,https://www.airbnb.com/rooms/707577,Arroios,38.73319,-9.13452,,2958491,2026-06-25,
airbnb,13917,13917/AL,,https://www.airbnb.com/rooms/713782,Misericrdia,38.711395089574495,-9.143823961849906,3,3674919,2026-06-26,2015-05-19
airbnb,30460,30460/AL,,https://www.airbnb.com/rooms/715030,Santo Antnio,38.7178,-9.15326,1,6191581,2026-06-26,2016-06-14
airbnb,49871,49871/AL,,https://www.airbnb.com/rooms/715217,Misericrdia,38.70898466881649,-9.14678895211234,2,3684048,2026-06-26,2017-06-30
airbnb,1713,1713/AL,,https://www.airbnb.com/rooms/720167,Santa Maria Maior,38.71089,-9.13044,2,3716977,2026-06-25,2014-11-04
airbnb,40609,40609/AL,,https://www.airbnb.com/rooms/720544,Misericrdia,38.70933,-9.15136,1,3719372,2026-06-26,2017-02-27
airbnb,,,sem licença,https://www.airbnb.com/rooms/724835,Santo Antnio,38.72792434692383,-9.147682189941406,1,2730513,2026-06-26,
airbnb,14472,14472/AL,,https://www.airbnb.com/rooms/725982,Areeiro,38.74346,-9.14105,3,3755705,2026-06-23,2015-05-27
airbnb,,,sem licença,https://www.airbnb.com/rooms/730465,Santa Maria Maior,38.71329,-9.13509,1,3798663,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/737280,Misericrdia,38.710639535565875,-9.148086054347328,,3849818,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/739135,Santa Maria Maior,38.71267,-9.13556,2,3865188,2026-06-25,
airbnb,33128,33128/AL,,https://www.airbnb.com/rooms/739227,Misericrdia,38.71048,-9.14336,1,3865513,2026-06-25,2016-07-28
airbnb,,,sem licença,https://www.airbnb.com/rooms/741631,Misericrdia,38.71285,-9.14526,4,2372087,2026-06-25,
airbnb,29971,29971/AL,,https://www.airbnb.com/rooms/742502,Santa Maria Maior,38.71326,-9.13773,4,914126,2026-06-25,2016-06-03
airbnb,29078,29078/AL,sem licença,https://www.airbnb.com/rooms/748394,Arroios,38.73204,-9.13374,,2958491,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/753685,Santa Maria Maior,38.70969,-9.14167,1,3964565,2026-06-25,
airbnb,,,sem licença,https://www.airbnb.com/rooms/754658,Santa Maria Maior,38.71227,-9.13208,1,3964565,2026-06-26,
airbnb,20625,20625/AL,,https://www.airbnb.com/rooms/756329,Misericrdia,38.71063,-9.15173,2,2496172,2026-07-02,2015-10-08
airbnb,47358,47358/AL,,https://www.airbnb.com/rooms/760499,Santa Maria Maior,38.71180725097656,-9.135893821716309,1,822877,2026-06-25,2017-06-04
airbnb,55959,55959/AL,,https://www.airbnb.com/rooms/762993,Alvalade,38.74552,-9.14223,1,4022596,2026-06-25,2017-09-05
airbnb,,,sem licença,https://www.airbnb.com/rooms/763199,Olivais,38.76793,-9.12509,,4023643,2026-07-02,
airbnb,11608,11608/AL,,https://www.airbnb.com/rooms/764915,Misericrdia,38.71192,-9.14714,1,4032515,2026-06-25,2015-04-15
airbnb,,,sem licença,https://www.airbnb.com/rooms/766765,Misericrdia,38.71146,-9.1469,,4043364,2026-06-26,
airbnb,21405,21405/AL,licença reutilizada 2,https://www.airbnb.com/rooms/776285,So Vicente,38.71448,-9.12453,2,4094259,2026-06-26,2015-10-30
airbnb,5998,AL 5998,,https://www.airbnb.com/rooms/783713,Santo Antnio,38.72128,-9.14353,2,4132554,2026-06-26,2015-01-31
airbnb,3539,3539/AL,sem licença,https://www.airbnb.com/rooms/785650,Santa Maria Maior,38.71274,-9.14142,3,4141894,2026-06-25,
airbnb,3323,3323/AL,,https://www.airbnb.com/rooms/785822,Misericrdia,38.71027,-9.14686,,4043364,2026-06-26,2015-01-09
airbnb,7978,7978/AL,,https://www.airbnb.com/rooms/787004,Santa Maria Maior,38.70981,-9.13384,3,3634413,2026-06-25,2012-12-06
airbnb,,,sem licença,https://www.airbnb.com/rooms/789789,Misericrdia,38.71121,-9.14693,,4043364,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/790907,Misericrdia,38.70898,-9.14708,,4043364,2026-06-26,
airbnb,,,sem licença,https://www.airbnb.com/rooms/791190,Misericrdia,38.70914,-9.1458,2,4043364,2026-07-02,
airbnb,,,sem licença,https://www.airbnb.com/rooms/792168,Estrela,38.714973,-9.162873,3,4190120,2026-06-25,
